feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
is geschilderd,-3,0,-2,0,-3,-2,0,1,-1,-2,-3,-3,-1.5,1.4459976109624424
is gevaarlijk,1,2,3,1,-3,0,2,3,1,0,1,-3,0.6666666666666666,1.9694638556693236
is gevaarlijk in het verkeer,1,3,3,1,-2,1,3,3,2,1,-3,1,1.1666666666666667,1.9462473604038075
is gevuld met hete lucht,-2,-3,3,-3,2,2,2,1,-1,3,-3,-3,-0.16666666666666666,2.5524794837866014
is gezellig,1,1,2,-1,-3,1,-1,1,0,0,-3,3,0.08333333333333333,1.8319554050414562
is goedkoop,-1,-2,-2,0,-2,0,2,0,0,0,-3,2,-0.5,1.5666989036012806
is grijs,-1,-3,-2,0,-3,-3,-1,1,-1,0,-3,-3,-1.5833333333333333,1.4433756729740643
is groen,0,-3,-1,-3,-3,-2,-3,0,-3,-3,-3,-1,-2.0833333333333335,1.2401124093721454
is groot,1,1,1,0,-1,-1,0,2,1,-1,0,2,0.4166666666666667,1.0836246694508318
is groot en zwaar,1,-2,2,0,0,2,0,3,0,1,0,-2,0.4166666666666667,1.5050420310248864
is groot of klein,2,3,2,3,-2,3,0,3,0,1,0,-3,1.0,2.04494943258218
is groter dan een auto,1,-1,-2,-3,1,0,1,0,0,1,-3,-1,-0.5,1.5075567228888183
is handig,2,1,3,2,-2,1,0,1,1,0,2,3,1.1666666666666667,1.403458930534474
is handig om files te vermijden,-2,-1,3,-3,-3,0,2,-3,-1,1,-3,-1,-0.9166666666666666,2.0652243256245835
is hoog,-3,-1,3,-3,1,-3,-1,1,-1,0,-3,-2,-1.0,1.954016841836789
is klein,-2,-3,2,-3,0,1,0,0,0,0,-3,1,-0.5833333333333334,1.729862492345632
is kleiner dan een vrachtwagen,-1,-1,2,-2,1,-1,1,0,0,1,-3,1,-0.16666666666666666,1.4668044012461756
is lang,-3,-1,2,-2,0,-2,0,3,0,0,-3,-2,-0.6666666666666666,1.874873733122184
is langwerpig,-1,2,3,-1,-3,-2,0,1,0,1,-3,-3,-0.5,2.0225995873897262
is milieuvervuilend,1,1,2,2,-3,0,3,1,2,-1,-2,1,0.5833333333333334,1.781640374554423
is milieuvriendelijk,-2,-2,-2,1,-1,1,3,-3,-2,2,-2,-2,-0.75,1.9598237397554634
is moeilijk te besturen,0,1,-2,0,-2,0,1,2,-1,1,-2,0,-0.16666666666666666,1.337115846843043
is mooi,0,-1,2,0,-3,-1,-2,0,0,-3,-3,2,-0.75,1.764549903980152
is ontspannend,1,-1,-1,-2,-2,1,-1,-2,-1,1,-3,3,-0.5833333333333334,1.729862492345632
is ovaal,-3,-2,-2,-3,0,-2,0,0,-1,2,-3,-3,-1.4166666666666667,1.6213537179739277
is rechthoekig,-2,-3,3,-1,-1,-1,1,1,0,-2,-3,-3,-0.9166666666666666,1.880924981991251
is romantisch,-3,-3,-3,-2,-2,-3,-3,-3,-1,1,-3,1,-2.0,1.5374122295716148
is sneller dan een fiets,1,0,2,0,0,-1,1,3,-2,1,-3,2,0.3333333333333333,1.7232808737106584
is speelgoed,-2,1,-1,-2,0,2,1,2,-2,1,-3,1,-0.16666666666666666,1.7494587907710375
is stevig,1,2,3,1,-2,2,1,2,1,0,3,3,1.4166666666666667,1.4433756729740643
is trager dan een auto,-1,-1,2,0,0,2,1,1,-1,0,-3,2,0.16666666666666666,1.5275252316519468
is vaak te laat,-3,-1,2,-2,-3,2,0,0,-1,1,-3,-1,-0.75,1.815338686155987
is van Amerikaanse oorsprong,-1,-2,-3,-3,-1,-3,-3,-3,0,0,-3,-3,-2.0833333333333335,1.2401124093721456
is van De Lijn,-1,-3,3,-1,2,-3,1,-3,0,3,-3,2,-0.25,2.41679727964699
is van ijzer,2,3,3,1,0,1,1,-2,1,0,1,2,1.0833333333333333,1.3789543689024488
is vermoeiend om te gebruiken,-1,-2,-2,1,-1,2,0,1,-1,1,-3,-1,-0.5,1.5075567228888183
is voor 1 persoon,0,-2,2,1,1,2,1,1,-1,2,0,0,0.5833333333333334,1.2401124093721456
is voor 2 personen,1,-1,-2,0,1,1,2,1,-1,1,-2,-1,0.0,1.348399724926484
is voor het plezier,1,1,2,0,0,-2,-1,1,-1,1,-3,3,0.16666666666666666,1.696699112626596
is voor meerdere personen,2,0,2,1,1,2,1,2,1,1,1,3,1.4166666666666667,0.7929614610987591
is voor minstens 1 persoon,2,3,3,3,-3,2,-3,3,2,1,3,2,1.5,2.195035721390843
is voor weinig personen,-1,-2,-3,0,0,-1,1,0,-1,1,-3,-2,-0.9166666666666666,1.378954368902449
is vuil,-1,-3,3,-3,-3,-3,-2,-3,-1,-1,-3,-3,-1.9166666666666667,1.781640374554423
is wit,-3,-3,-2,-3,-3,-3,-3,1,-2,-3,-3,-3,-2.5,1.1677484162422844
is zwaar,2,1,2,0,0,-2,0,1,1,-2,-1,3,0.4166666666666667,1.5642792899510294
is zwart,1,-2,-3,0,0,-3,0,0,-1,-3,-3,-3,-1.4166666666666667,1.5642792899510294
je kan er iemand mee doden,1,3,3,-1,-2,-1,3,3,1,0,1,2,1.0833333333333333,1.7816403745544227
je kan er kunstjes mee doen,-2,-2,3,-2,1,-1,1,0,1,2,-3,-3,-0.4166666666666667,2.0207259421636903
je kan er mee vallen,0,1,3,-2,-3,-1,0,2,-3,2,-1,-2,-0.3333333333333333,2.0150945537631877
je kan er ziek op worden,1,-1,2,-3,-1,-1,-2,3,1,3,1,2,0.4166666666666667,1.97522534195852
je kan erin wonen,-2,-1,-2,-2,2,2,2,2,-1,2,-2,-2,-0.16666666666666666,1.9462473604038073
je kan het bestellen door ernaar te bellen,-3,-3,0,-2,1,2,-2,1,-1,2,-3,-1,-0.75,1.9128750375000738
je kan je ermee verwonden,1,3,3,-1,-3,-1,2,3,1,0,-1,-3,0.3333333333333333,2.188122205883115
je moet ervoor betalen,1,-2,3,1,-1,2,2,1,2,1,-3,-1,0.5,1.834021909257456
je moet met 1 voet afduwen om vooruit te komen,-2,-3,2,-3,2,1,1,0,-1,3,-3,2,-0.08333333333333333,2.2343733444579583
je moet niet trappen,-1,1,2,1,1,1,-2,1,-2,1,-3,1,0.08333333333333333,1.621353717973928
je moet rechtstaan,-2,-1,-2,-2,0,2,0,2,-1,1,-2,1,-0.3333333333333333,1.5569978883230462
je moet trappen,1,0,2,1,2,2,1,1,-1,3,-2,1,0.9166666666666666,1.378954368902449
je moet zitten,2,2,3,2,1,2,1,2,-2,1,2,3,1.5833333333333333,1.3113721705515065
je rijdt ermee op het fietspad,-1,-3,2,-1,2,-1,1,1,-1,2,-3,2,0.0,1.9069251784911847
je staat met 1 been op de plank,-3,-3,-3,-3,1,2,1,1,-1,3,-3,-2,-0.8333333333333334,2.2896340848319503
je ziet het in Brugge,-3,-3,3,-3,-3,-2,0,-3,2,-1,-3,-3,-1.5833333333333333,2.151461800448216
je ziet het in de zee,-3,-1,1,0,1,2,1,2,1,2,-2,-3,0.08333333333333333,1.880924981991251
je ziet het in grootsteden,1,1,3,0,0,-2,0,3,1,1,1,1,0.8333333333333334,1.337115846843043
je ziet het niet vaak,-3,-3,-3,-2,-1,-1,1,-3,-2,1,-3,-3,-1.8333333333333333,1.5275252316519465
je ziet het vooral 's nachts,-2,-2,-3,-2,1,1,0,-2,-1,1,-3,-3,-1.25,1.6025547785276542
je ziet het vooral in de stad,1,-2,3,0,0,1,0,2,2,1,1,-2,0.5833333333333334,1.5050420310248864
je zit er hoger in dan in een auto,-2,-1,-1,-3,1,1,0,-3,0,1,-3,1,-0.75,1.6583123951777
kan aan een auto gekoppeld worden,0,-2,2,-3,1,1,1,1,0,1,-3,0,-0.08333333333333333,1.6764862244009224
kan glijden,-3,-2,1,-2,1,2,0,0,-1,2,-3,-3,-0.6666666666666666,1.9227505550564004
kan in de file staan,1,3,2,1,0,1,0,2,2,1,2,1,1.3333333333333333,0.8876253645985945
kan luxueus zijn,2,3,3,-2,0,-1,0,1,1,1,-1,-1,0.5,1.6236882817719773
kan neerstorten,-1,1,1,-2,-2,-2,2,-1,1,2,-1,-3,-0.4166666666666667,1.7298624923456323
kan ontploffen,-3,2,-1,-3,0,1,-1,1,0,-1,1,-3,-0.5833333333333334,1.7298624923456323
kan op moeilijke wegen rijden,1,-2,1,-2,2,2,2,1,1,2,-3,2,0.5833333333333334,1.831955405041456
kan statussymbool zijn,2,3,3,0,0,2,3,2,1,1,2,-2,1.4166666666666667,1.5050420310248864
kan stoom produceren,-3,1,2,-2,2,1,1,1,0,2,-3,-2,0.0,1.954016841836789
kan zinken,-3,-1,3,-1,1,-1,2,1,1,2,-3,-2,-0.08333333333333333,2.0207259421636903
komt vaak voor in films,-3,3,3,-3,-3,-2,-2,1,1,0,-3,1,-0.5833333333333334,2.3532698077098573
komt voor in Assepoester,-3,-2,3,-3,0,-3,1,-2,1,1,-3,1,-0.75,2.137330535547045
komt voor in Kuifje,-3,1,3,-3,0,-3,0,-3,1,-3,-3,-3,-1.3333333333333333,2.188122205883115
lijkt op een fiets,2,-1,1,-2,2,0,1,0,0,0,-3,0,0.0,1.4770978917519928
lijkt op een trein,-1,-2,-1,0,1,2,0,3,-2,2,-2,1,0.08333333333333333,1.729862492345632
maakt een brommend geluid,0,1,2,1,0,-1,1,0,0,1,1,-3,0.25,1.2880570286640687
maakt een ronkend geluid,1,2,0,1,0,0,1,1,-1,1,1,-3,0.3333333333333333,1.3026778945578594
maakt lawaai,1,2,2,2,-2,2,2,3,1,0,2,2,1.4166666666666667,1.3113721705515067
maakt veel geluid,-1,2,3,1,0,0,2,3,0,1,1,-3,0.75,1.712255291076124
maakt veel wind,-2,3,2,-2,-2,-2,1,3,-1,2,-3,-2,-0.25,2.261335084333227
mag bestuurd worden vanaf 16 jaar,-2,-3,-1,1,2,1,1,-2,-1,2,-3,1,-0.3333333333333333,1.8748737331221843
mag bestuurd worden vanaf 18 jaar,2,2,2,0,2,1,2,1,1,1,-3,3,1.1666666666666667,1.5275252316519468
meert aan in een haven,-2,-3,2,-1,2,-1,0,0,-1,3,-3,-2,-0.5,1.9771421064483223
produceert uitlaatgassen,2,1,3,1,-1,-1,3,2,2,-2,0,-2,0.6666666666666666,1.8257418583505538
reed vroeger op stoom,-1,-1,2,-1,2,-2,2,1,2,3,-1,-3,0.25,1.9598237397554634
rijdt bovengronds,-1,-1,3,1,3,-1,0,2,-1,0,1,3,0.75,1.6583123951777
rijdt meestal op rechtse baanvak op autosnelweg,2,-1,3,1,1,-2,1,2,2,2,-2,3,1.0,1.7580981459830651
rijdt ondergronds,-1,-1,2,-1,3,2,2,2,0,3,-2,2,0.9166666666666666,1.781640374554423
rijdt op de autosnelweg,1,-1,2,-1,3,1,1,1,0,1,-3,2,0.5833333333333334,1.6213537179739277
rijdt op de weg,3,2,1,2,3,1,2,2,1,-1,3,2,1.75,1.1381803659589922
rijdt op een veld,-3,-3,1,-2,1,2,-1,0,0,1,-3,-3,-0.8333333333333334,1.8989630344113089
rijdt op het land,1,-1,3,1,2,2,1,1,-1,0,2,3,1.1666666666666667,1.337115846843043
rijdt op rails,0,-3,1,1,3,2,1,-2,-1,3,-3,2,0.3333333333333333,2.1461734799546393
rijdt personen omver,1,1,3,-2,-3,-1,1,3,-1,1,-3,-3,-0.25,2.220769727328383
rolt,-2,-1,-2,2,1,1,1,1,-2,1,0,-3,-0.25,1.6583123951777
staat op een camping,-2,-2,-1,-2,1,-2,2,1,1,2,-2,1,-0.25,1.712255291076124
stijgt vertikaal op,-3,-2,-3,-3,1,-2,2,3,-1,3,-3,0,-0.6666666666666666,2.3868325657594203
stinkt,0,-3,3,-1,-3,-3,1,3,-1,0,-2,-3,-0.75,2.220769727328383
stopt aan haltes,0,-2,2,1,2,2,1,1,-1,2,-2,2,0.6666666666666666,1.556997888323046
stopt in een station,1,-2,2,-2,2,2,1,-2,-1,3,-3,2,0.25,2.0943647333651407
transporteert goederen,2,3,2,1,3,1,1,1,0,1,1,0,1.3333333333333333,0.9847319278346619
transporteert illegalen,-2,-3,2,-3,-3,-2,-3,-2,-2,3,-3,-3,-1.75,2.050498830661811
transporteert kinderen,-1,-2,3,-2,2,1,1,2,0,2,0,3,0.75,1.764549903980152
transporteert personen,3,3,3,3,2,1,1,3,2,-1,3,2,2.0833333333333335,1.2401124093721454
transporteert personen of goederen,2,3,3,3,2,2,1,1,3,0,3,2,2.0833333333333335,0.996204919895622
vaart,1,-1,3,1,2,2,0,2,-1,3,-1,0,0.9166666666666666,1.5050420310248864
vaart onder water,-3,-2,1,-3,3,2,1,1,-1,3,-2,-3,-0.25,2.3403573930647275
