feature,freq
dient om fruit te raspen,4
dient om gaten op te vullen,6
dient om goud te winnen,4
dient om gras te maaien,21
dient om grond om te ploegen,16
dient om haren mee te knippen,6
dient om hout aan elkaar te bevestigen,5
dient om hout te bewerken,13
dient om iets aan de muur op te hangen,15
dient om iets in op te warmen,42
dient om iets op te hangen,4
dient om in de tuin te werken,8
dient om je broek omhoog te houden,15
dient om je nagels glad te maken,10
dient om je te bedekken,4
dient om je te beschermen,57
dient om je warm te houden,29
dient om kaas te raspen,12
dient om kracht te vergroten,5
dient om lekker eten in te maken,6
dient om mee in steen te werken,11
dient om mee te rijden,49
dient om mee te slaan,17
dient om mee te slijpen,10
dient om mee te werken,9
dient om moeren of schroeven vast of los te vijzen,48
dient om muren en plafond effen te maken,12
dient om muren te bepleisteren,13
dient om noten te kraken,25
dient om op het strand kastelen te maken,6
dient om op te slaan,43
dient om pannenkoeken mee te maken,5
dient om sauzen te maken,4
dient om suiker in koffie te doen,4
dient om te boksen,10
dient om te gaan wandelen,17
dient om te kijken of iets recht is,19
dient om te kloppen,5
dient om te knutselen,7
dient om te raspen,5
dient om te schaven,5
dient om te schieten,112
dient om te smeren,21
dient om te snijden,47
dient om te zonnen,4
dient om voedsel te mixen,12
dient om wortels te raspen,13
dient ook als kinderspeelgoed,7
dient voor rond de vingers,6
doe je 's nachts aan,7
doe je aan aan je handen,7
doe je aan als het koud is,31
doe je aan in je schoenen,6
doe je aan je voeten,29
doe je aan om te gaan lopen,4
doe je aan om te skieën,14
doe je aan om te slapen,26
doe je boter in,8
doe je olie in,5
draag je aan je benen,5
draag je aan je bovenlichaam,6
draag je als het warm is,13
draag je boven t-shirt,5
draag je elke dag,7
draag je in de winter,86
draag je in de zomer,75
draag je met das,12
draag je niet in de zomer,5
draag je om je schouder,6
draag je om te zwemmen,22
draag je onder een rok,5
draag je onder een trui,4
draag je op je hoofd,52
draag je rond je nek,10
draagt men op kostuum,14
draagt men voor  werk,10
draagt men voor speciale gelegenheden,13
draait rond,13
dragen cowboys,6
dragen sporters,4
drijft op water,11
een variant is de duimspijker,5
een voorbeeld is een dwarsfluit,5
er horen sportschoenen bij,9
er is een vel over gespannen,28
er is veel plaats in,6
er is weinig plaats,4
er kan water in,26
er komt olie uit,5
er komt rook uit,5
er komt vuur uit onderaan,5
er staan leuke figuurtjes op,4
er staat reclame op,28
er worden akkoorden op gespeeld,13
er worden muzieknoten gespeeld,21
er worden ritmes op gespeeld,13
er wordt een pot/pan op gezet,8
er zijn verschillende lengtes van de buisjes,15
er zit soep in,4
er zitten schroeven in,4
eventueel geautomatiseerd,4
fluit wanneer water kookt,5
forceert sloten,5
gaat dicht met kurk,5
gaat lang mee,5
gaat snel,92
gaat tot op grote diepte,4
gaat traag,31
geassocieerd met kilt,5
gebruik ik nooit,5
gebruik je als je cake bakt,8
gebruik je als je soep eet,22
gebruik je als je thee drinkt,24
gebruik je in de badkamer,20
gebruik je in de zandbak,6
gebruik je met je handen,18
gebruik je om iets los te maken,4
gebruik je om te bakken,25
gebruik je om yoghurt te eten,5
gebruik je op vakantie,4
gebruik je samen met mes,6
gebruiksvoorwerp,4
gebruikt bij de scouts,4
gebruikt bij volksdans,4
gebruikt bij volksmuziek,4
gebruikt buskruit,4
gebruikt door de kerstman,14
gebruikt door klusjesman,8
gebruikt door mannen,48
gebruikt een vergunning,23
gebruikt heks,12
gebruikt in de bouw,55
gebruikt in de middeleeuwen,6
gebruikt in de mis,4
gebruikt om iets aan te kondigen,7
gebruikt om te graven,10
gebruikt om te hakken,17
gebruikt om te klimmen,22
gebruikt om te verven/schilderen,27
gebruikt op een werf,4
gebruikt voor het zaaien,5
gedragen door mannen,77
gedragen door meisjes,49
gedragen door oudere mensen,6
gedragen door travestieten,5
gedragen tijdens sporten,32
geeft een knal,10
geeft een lelijk geluid,9
geeft een terugslag,6
geeft het ritme aan,15
geeft warmte,16
geeft zakelijke indruk,4
geeft één enkele klank,9
gemaakt uit hout,309
gemaakt uit hout en metaal,12
gemaakt uit metaal,497
gemaakt uit plastic,133
gemaakt uit steen,24
gemaakt uit vezels,10
gemaakt van kunststof,9
gemakkelijk om behangpapier te verwijderen,4
geribbeld,6
geruit,6
getrokken door paard of os,10
glijdt op sneeuw,6
glijdt van helling,4
hang je aan de kapstok,8
hangt aan een koordje,13
hangt soms aarde aan,5
heb je nodig om ingrediënten te wegen,4
heb je veel adem voor nodig,4
heb je veel oefening voor nodig,7
hebben de zeven dwergen bij,5
hebben geen vingeropeningen,6
hebben hakken,15
hebben zool,7
heeft 1ste en 2de klasse,9
heeft 2 of 4 wielen,5
heeft 2 wielen,70
heeft 4 wielen,69
heeft 4x4 aandrijving,9
heeft Belgische uitvinder,4
heeft aanhangwagen,7
heeft achteraan sluiting,4
heeft anti-aanbaklaag,4
heeft automatische deuren,6
heeft bakplaten,7
heeft banden,6
heeft bandjes,6
heeft belletjes rondom,8
heeft benzinegeur,4
heeft bijpassende handschoenen,7
heeft bijpassende slip,4
heeft bloemmotief,9
heeft bretellen,6
heeft broek als onderdeel,24
heeft deuren,5
heeft dikke banden,9
heeft een aan/uit knop,5
heeft een anker,5
heeft een bed,5
heeft een bel,16
heeft een bijpassende muts,5
heeft een bordje 'TAXI' op auto,8
heeft een brander,4
heeft een cabine,4
heeft een chauffeur,35
heeft een claxon,5
heeft een complexe vorm,5
heeft een conducteur,11
heeft een dak of geen dak,5
heeft een dampkap,7
heeft een deksel,20
heeft een deurtje,7
heeft een diepe klank,4
heeft een dode hoek,8
heeft een dof geluid,5
heeft een donkere kleur,23
heeft een dop,11
heeft een draad,8
heeft een draaiknop,11
heeft een effen kleur,5
heeft een elastiek,26
heeft een etiket,5
heeft een filter,8
heeft een gat,5
heeft een gesp,16
heeft een groot vermogen,7
heeft een hals,5
heeft een handvat,173
heeft een houten steel,22
heeft een kap,18
heeft een keuken,7
heeft een kijkraampje,7
heeft een klankbeker,9
heeft een klankkast,28
heeft een klavier,6
heeft een klep,28
heeft een klok,7
heeft een knop,5
heeft een kop,8
heeft een kraag,17
heeft een laadruimte,16
heeft een lampje,20
heeft een lemmet,21
heeft een lont,8
heeft een loop,17
heeft een luchtbelletje,9
heeft een luchtzak,13
heeft een mand,13
heeft een metaalkleur,9
heeft een metalen blad,6
heeft een metalen kop,7
heeft een mondstuk,28
heeft een mooi geluid,45
heeft een motor,70
heeft een negatieve connotatie,5
heeft een opvallende kleur,4
heeft een periscoop,7
heeft een pin,18
heeft een platte kop,4
heeft een punt,31
heeft een rem,23
heeft een rem achteraan,4
heeft een reservewiel achteraan,9
heeft een riem om het te dragen,5
heeft een rieten mand,5
heeft een rietje,14
heeft een rits,38
heeft een roer,6
heeft een rolkraag,7
heeft een schelle klank,18
heeft een scherpe kant,5
heeft een scherpe punt,18
heeft een slaapplaats,5
heeft een slang,13
heeft een snelheidsbeperking,4
heeft een snoer,4
heeft een staart,4
heeft een steel,116
heeft een stekker,7
heeft een stok,14
heeft een stuur,52
heeft een tachograaf,4
heeft een technische evolutie doorgemaakt,7
heeft een temperatuurregelaar,10
heeft een timer,7
heeft een trekker,22
heeft een tuit,5
heeft een v-hals,4
heeft een vriesvak,10
heeft een warme klank,8
heeft een wijzertje,11
heeft een y-vorm,5
heeft een zacht geluid,10
heeft een zadel,16
heeft een zak,10
heeft een zeil,9
heeft een zware motor,4
heeft elektrische leidingen bovenaan,4
heeft felle kleuren,5
heeft figuren,5
heeft gaatjes,96
heeft geen dak,7
heeft geen geur,35
heeft geen motor,5
heeft geen smaak,7
heeft grote banden,8
heeft grote wielen,11
heeft handvat(en) van hout,43
heeft handvat(en) van plastic,4
heeft haren,32
heeft iedereen,43
heeft ijzer onderaan,4
heeft kanonkogels,7
heeft kleine ramen,4
heeft kleine wielen,8
heeft knopen,55
heeft kookplaten,9
heeft korte mouwen,34
heeft korte pijpen,6
heeft lange mouwen,30
heeft lange pijpen,8
heeft last van kalkaanslag,11
heeft lichten,11
heeft linten,8
heeft meestal een cruise-control-systeem (automatische piloot),5
heeft meestal een oven,7
heeft messen,17
heeft minstens 4 wielen,15
heeft mouwen,16
heeft niet iedereen,5
heeft ook grillfunctie,6
heeft palen om je vast te houden,5
heeft pedalen,39
heeft pijpen,35
heeft propeller,6
heeft ramen,4
heeft rokers- en niet-rokersruimtes,4
heeft rupsbanden,8
heeft schuifdeuren,7
heeft snaren,127
heeft spaghettibandjes,6
heeft stemsleutels,7
heeft stinkende uitlaatgassen,6
heeft tanden,63
heeft te maken met bomen,4
heeft te maken met hout,10
heeft te maken met muren,6
heeft te maken met nagels,5
heeft te maken met vuur,4
heeft toetsen,67
heeft trommels,7
heeft twee bandjes,4
heeft twee benen,7
heeft twee gleuven,5
heeft twee handvaten,48
heeft twee klavieren,5
heeft twee mouwen,7
heeft twee openingen om je vingers in te steken,4
heeft twee pijpen,10
heeft veel knopjes,43
heeft verschillende boren,4
heeft verschillende lengtes,4
heeft verschillende motiefjes,20
heeft verschillende opzetstukken,5
heeft verschillende patronen,9
heeft verschillende standen,6
heeft verschillende vakken,13
heeft versnellingen,5
heeft veters,17
heeft vleugels,16
heeft voorrang in het verkeer,9
heeft wagons,14
heeft wielen,103
heeft witte en zwarte toetsen,22
heeft witte toetsen,5
heeft zakken,53
heeft zandzakjes,6
heeft zitjes,24
heeft zwarte toetsen,4
heldere klank,6
helm dragen is verplicht,17
het gebruiken geeft een kick,4
het gebruiken is leuk,12
het is een voorwerp,41
het is er druk,6
het is er meestal warm in,4
het is in de mode,22
het is moeilijk om het te leren gebruiken,4
het oogt stoer,7
het weegt niet veel,15
het weegt veel,18
het wordt gebruikt door beeldhouwers,11
hoort bij een harnas,4
hoort bij een paard,4
hoort bij mes en vork,4
houden je voeten warm,16
houdt je hoofd warm,5
is Engels woord,13
is Mexicaans,4
is aangenaam,4
is afgeleid van werkwoord,6
is afgewerkt met kant,6
is agressief,6
is agressief iemand,4
is aziatisch,18
is balkvormig,5
is basisgereedschap,8
is bedrukt met de naam van bedrijf,4
is bemand,4
is bespeelbaar,6
is blauw,28
is blauwgrijs,4
is bloederig,5
is bolvormig,12
is breed,4
is breekbaar,49
is bruin,128
is chique,9
is cilindervormig,10
is comfortabel,19
is cool,4
is de nachtmerrie van menig vrouw,5
is diep,7
is dik,18
is doorzichtig,32
is driehoekig,29
is dun,26
is duur,141
is duurzaam,14
is een apparaat,6
is een auto,21
is een blaasinstrument,78
is een boot,8
is een broek,13
is een deel van een drumstel,12
is een deel van het bestek,71
is een deel van het oor,13
is een deel van percussie/slagwerk,10
is een deel van vioolfamilie,4
is een fluitinstrument,13
is een gemotoriseerde fiets,5
is een geweer,27
is een halve cirkel,6
is een handwerktuig,8
is een hefboom,13
is een houtblazer,14
is een huis op wielen,4
is een huishoudapparaat,11
is een huisje,4
is een instrument van de Griekse god Pan,9
is een klassiek instrument,19
is een kledingstuk,206
is een koperblazer,17
is een lange staaf,12
is een luxeproduct,4
is een machine,4
is een machtsmiddel,5
is een meetinstrument,5
is een mes,4
is een moeilijk instrument,46
is een muziekinstrument,316
is een muziekstuk,15
is een onderbroek,6
is een onderdeel van de schildpad,6
is een oud instrument,23
is een plank,5
is een plank op wielen,6
is een populair instrument,11
is een slaginstrument,13
is een snaarinstrument,23
is een soort pan,8
is een soort piano,11
is een soort viool,7
is een strijkinstrument,19
is een synoniem voor ar,4
is een technologische hoogstandje,4
is een transportmiddel,130
is een transportmiddel op water,6
is een tv-programma,6
is een vaste factor in een band,5
is een veiligheidsriem voor in de auto,6
is een vervoersmiddel,8
is een verzamelobject,5
is een voertuig,74
is een voorloper van piano,5
is een vrachtwagen,7
is een wagen,5
is een werktuig,12
is een westers gebruikmiddel,4
is een zwembroek voor mannen,4
is eenvoudig te bespelen,27
is efficient,7
is er in alle prijsklassen,9
is familie van de gitaar,15
is fris in de zomer,5
is functioneel,4
is gebogen,13
is gebreid,14
is geel,22
is geladen,4
is geliefd bij Nederlanders,6
is gemaakt van bamboe,10
is gemaakt van een tak,9
is gemaakt van hout of metaal,4
is gemaakt van klei,4
is gemaakt van staal,35
is gemakkelijk,18
is gereedschap,208
is geschilderd,7
is gestreept,4
is geurloos,8
is gevaarlijk,228
is gevaarlijk in het verkeer,6
is gevaarlijk voor de vingers,7
is gevaarlijk voor kinderen,26
is gevlochten,13
is gevuld met hete lucht,19
is gewelddadig,11
is gezellig,8
is gezond,6
is glad,5
is goedkoop,39
is goudkleurig,38
is grijs,125
is groen,67
is groot,239
is groot en zwaar,5
is groot of klein,7
is groter dan een auto,13
is handig,140
is handig om files te vermijden,4
is handig te vervoeren,8
is handig voor gevangenen,4
is hard,116
is hol,6
is hoog,9
is horizontaal,5
is hygiënisch,4
is illegaal,6
is in de vorm van een kruis of plat,13
is instelbaar,9
is kaki,5
is kleding,18
is klein,158
is kleiner dan een soeplepel,8
is kleiner dan een vrachtwagen,5
is kleurrijk,5
is kort,58
is koud,61
is krachtig,4
is krom,8
is lang,130
is lang en smal,6
is langs twee kanten te gebruiken,4
is langwerpig,114
is lelijk,21
is leuk,5
is leuk om dragen,5
is levensloos,5
is licht,23
is lingerie,6
is log,4
is luchtig,6
is luid,18
is makkelijk om af te wassen,9
is makkelijk om mee te werken,5
is materiaal,10
is melodieus,4
is middeleeuws,25
is milieuvervuilend,30
is milieuvriendelijk,7
is modern,5
is modieus,7
is moeilijk om af te wassen,8
is moeilijk om mee te werken,9
is moeilijk om te strijken,5
is moeilijk te besturen,5
is mooi,56
is multifunctioneel,20
is niet duur,30
is niet eetbaar,19
is niet fijn om te gebruiken,5
is niet sexy,4
is niet voor kinderen,5
is niet waterdicht,5
is niet zo geliefd bij veel mensen,5
is niet zomaar te koop,4
is nu uit de mode,4
is nuttig,24
is nuttig in een bos,8
is om buiten te gebruiken,14
is ondergoed,15
is onhandig,4
is ontspannend,11
is ouderwets,4
is ovaal,20
is plat,16
is plat vooraan,5
is plooibaar,12
is populair,6
is primitief,4
is recht,4
is rechthoekig,44
is roestvrij,4
is romantisch,5
is rond,157
is rood,12
is scherp,193
is sexy,10
is sierlijk,5
is smal,27
is sneller dan een fiets,9
is soms van kurk,5
is spannend rond lichaam,4
is speelgoed,24
is sterk,54
is sterrenbeeld,7
is stevig,29
is synthetisch,7
is te koop in een muziekwinkel,5
is te zien op tv,4
is trager dan een auto,5
is uitgevonden door de mens,5
is uitgevonden in Engeland,6
is vaak decoratief,4
is vaak onmisbaar,10
is vaak te laat,4
is van Amerikaanse oorsprong,6
is van De Lijn,11
is van aardewerk,8
is van de oertijd,14
is van elastische stof gemaakt,5
is van glas,38
is van ijzer,141
is van jeansstof,15
is van katoen,76
is van koper,33
is van leer,62
is van lichte stof,4
is van porselein,15
is van rubber,18
is van stof,124
is van textiel,4
is van vilt,4
is van wol,72
is van zijde,9
is verboden,8
is vermoeiend om te gebruiken,12
is versierd met pluimen,4
is vettig,6
is vierkant,23
is voor 1 persoon,6
is voor 2 personen,9
is voor alle leeftijden,4
is voor chique gelegenheden,4
"is voor de fiets, de auto,",15
is voor het plezier,6
is voor meerdere personen,38
is voor minstens 1 persoon,4
is voor plechtige gelegenheden,4
is voor stoere kerels,5
is voor weinig personen,5
is vrij onbekend,6
is vrouwelijk,4
is vuil,25
is warm,83
is warm in de winter,16
is waterdicht,14
is wit,84
is wit en zwart,13
is zacht,73
is zeldzaam,13
is zilverkleurig,72
is zuiders,4
is zwaar,224
is zwart,143
je gebruikt het bij metselen,4
je kan er dingen mee kapot maken,6
je kan er dingen mee maken,5
je kan er dingen mee vastbinden,35
je kan er dingen mee vervoeren,14
je kan er een knoop in leggen,6
je kan er een riem indoen,5
je kan er gaten mee boren,10
je kan er iemand mee doden,135
je kan er iemand mee verwonden,8
je kan er kunstjes mee doen,5
je kan er liedjes op spelen,6
je kan er mee touwtrekken,22
je kan er mee vallen,4
je kan er ook sieraden mee maken,4
je kan er verschillende noten mee spelen,4
je kan er ziek op worden,7
je kan erin wonen,12
je kan ermee repareren,6
je kan ermee spelen,28
je kan het bestellen door ernaar te bellen,5
je kan het leren in een muziekschool,35
je kan je ermee verwonden,4
je moet er noten voor kunnen lezen,24
je moet erop blazen,75
je moet ervoor betalen,16
je moet goede longen hebben,8
je moet het voortduwen,12
je moet met 1 voet afduwen om vooruit te komen,6
je moet niet trappen,4
je moet partituren lezen,12
je moet rechtstaan,6
je moet sterk zijn om het te gebruiken,10
je moet trappen,5
je moet zitten,13
je rijdt ermee op het fietspad,7
je staat met 1 been op de plank,4
je ziet het in Brugge,5
je ziet het in de zee,7
je ziet het in grootsteden,18
je ziet het niet vaak,5
je ziet het vooral 's nachts,5
je ziet het vooral in de stad,14
je zit er hoger in dan in een auto,5
kan aan een auto gekoppeld worden,12
kan akoestisch zijn,6
kan als verdediging werken,28
kan als wapen gebruikt worden,206
kan bedrukt zijn met een tekening,24
kan breken,5
kan cimbalen hebben,9
kan dienen als verwarmingselement,6
kan dienen om te roeren,33
kan digitaal zijn,11
kan dik of dun zijn,7
kan dingen mee openbreken,18
kan door iedereen gebruikt worden,8
kan door iedereen gedragen worden,18
kan een dier zijn,11
kan een opvangbak hebben,6
kan een regenboog zijn,4
kan een wonde zijn: schaafwonde,5
kan elektronisch zijn,32
kan eten ontdooien,5
kan floschkes hebben,4
kan gedragen worden,40
kan gedragen worden als sierraad,8
kan gekleurd zijn,4
kan glijden,6
kan iets aan een deur zijn,6
kan iets laten aanbranden,7
kan in afwasmachine,9
kan in de file staan,5
kan in de wasmachine,9
kan je (open)trekken en (dicht)duwen,9
kan je achterstevoren dragen,5
kan je afwassen,18
kan je bloem mee zeven,6
kan je bloemen in zetten,11
kan je deeg mee klaarmaken,10
kan je desserts mee eten,6
kan je dingen mee afschuren,5
kan je eiwit mee stijf kloppen,12
kan je iemand mee bedreigen,4
kan je iemand mee slaan,51
kan je iets aan hangen,4
kan je iets in doen,4
kan je iets mee ophangen,6
kan je je aan snijden,10
kan je je aan verbranden,13
kan je je pijn aan doen,22
kan je knopen,10
kan je kopen in een sportwinkel,4
kan je mee draaien,6
kan je mee prikken,13
kan je mee sjorren,18
kan je meenemen naar strand,12
kan je meerdere malen gebruiken,5
kan je messen mee slijpen,5
kan je milkshake mee maken,4
kan je nagels mee knippen,4
kan je nagels mee vijlen,8
kan je op je neus hangen,4
kan je op liggen,5
kan je op schrijven,8
kan je op schrijven met krijt,12
kan je op spelen,7
kan je opendoen,4
kan je overal kopen,4
kan je uit drinken,48
kan je uit eten,38
kan je vasthouden,5
kan je zelf breien,9
kan je zelf maken,17
kan levens redden,4
kan luxueus zijn,6
kan neerstorten,15
kan onder andere kledingstukken gedragen worden,4
kan ontploffen,28
kan op getokkeld worden,7
kan op moeilijke wegen rijden,4
kan pijn doen,71
kan roesten,35
kan schaden,10
kan statussymbool zijn,9
kan stoom produceren,4
kan stuk gaan,11
kan tegen hitte,14
kan twee boterhammen tegelijk roosteren,5
kan uit verschillende materialen bestaan,37
kan vals klinken,12
kan van verschillende stoffen gemaakt zijn,85
kan verbonden zijn aan een versterker,4
kan verschillende instrumenten nadoen,9
kan verschillende lengtes hebben,23
kan verschillende motiefjes hebben,14
kan verschillende prints hebben,7
kan verschillende tonen tegelijk voortbrengen,9
kan versierd zijn,12
kan verwonden,28
kan vuil worden,9
kan zinken,9
klassieke muziek,10
klemt samen,8
klinkt fel,11
klinkt laag,26
klinkt nasaal,4
klop je spijkers mee in de muur,13
knip je papier mee,6
komen tot aan de knie,11
komt in verschillende merken en modellen,6
komt uit Schotland,20
komt vaak voor in films,8
komt voor in Assepoester,4
komt voor in Kuifje,4
komt voor in een fanfare,42
komt voor in een koor,5
komt voor in een orkest,146
komt voor in een spreekwoord,20
komt voor in films,41
komt voor in indianencultuur,5
komt voor in stripverhalen,5
komt voor in veel (muziek)groepjes,31
kookt water,29
koop je in de winkel,153
koop je in een lingeriewinkel,10
koop je in een schoenwinkel,4
kost geld,5
kost veel geld,4
krimpt in de was,4
kun je mee vegen,5
laat een blote buik zien,4
laat houtkrullen achter,7
laat water door,14
leg je op de vloer,5
leg je op tafel,8
ligt in de kast,40
ligt in een schuif,8
ligt in een tuinhuis,4
ligt links van bord,7
ligt naast je bord,4
ligt op een dak,5
lijkt op een fiets,5
lijkt op een lat,4
lijkt op een trein,6
lijkt op piano,11
maakt basgeluiden,6
maakt dingen glad of egaal,12
maakt een apart geluid,9
maakt een borrelend geluid,4
maakt een brommend geluid,4
maakt een gat in de muur,6
maakt een piepend geluid,7
maakt een ronkend geluid,9
maakt een scherp geluid,15
maakt een vervelend geluid,6
maakt een zoemend geluid,19
maakt geen geluid,8
maakt geluid,49
maakt hoge geluiden,22
maakt lawaai,213
maakt muziek,140
maakt oud brood weer lekker,7
maakt rustgevende muziek,6
maakt stof,9
maakt veel geluid,9
maakt veel wind,5
maakt verschillende geluiden,8
maakt vonken,4
mag bestuurd worden vanaf 16 jaar,9
mag bestuurd worden vanaf 18 jaar,4
mag je niet dragen in de kerk,4
meert aan in een haven,5
moet dagelijks vervangen worden,4
moet gestemd worden,18
moet je aan de lippen houden,6
moet je afwassen na gebruik,39
moet je dwars houden,4
moet je gemalen koffiebonen in doen,6
moet je in stopcontact steken,5
moet je leren bespelen,23
moet je op je schouder leggen,5
moet je soms slijpen,12
moet je uitwassen na gebruik,12
moet je voorverwarmen,4
moet je wassen,35
moet je wassen op dertig graden,4
moet ondersteund worden,5
moet soms gekuist worden,5
moet worden nagevuld,5
noemt men ook wel koevoet,6
produceert uitlaatgassen,9
reed vroeger op stoom,5
rijdt bovengronds,4
rijdt meestal op rechtse baanvak op autosnelweg,8
rijdt ondergronds,19
rijdt op de autosnelweg,11
rijdt op de weg,13
rijdt op een veld,4
rijdt op het land,4
rijdt op rails,44
rijdt personen omver,5
rolt,5
rond de nek/schouders hangen,15
ruikt lekker,8
ruikt naar koffie,4
ruikt naar waspoeder,9
ruikt neutraal,5
scheidt vloeistof van vaste stof,11
smelt niet bij warme temperaturen,4
spiegelt,6
staat onder een glas,11
staat op een camping,12
staat op een kasteel,5
staat rechtop,4
staat vaak op piekje,6
stijgt vertikaal op,4
stinkt,34
stopt aan haltes,10
stopt in een station,14
transporteert goederen,50
transporteert illegalen,5
transporteert kinderen,13
transporteert personen,62
transporteert personen of goederen,17
trillingen brengen het geluid voort,5
trilt,5
uitgevonden door Adolphe Sax,6
vaart,10
vaart onder water,15
vaart op water,14
vaart op zee of ander water,4
veel personen vinden het beangstigend,4
verbruikt brandstof,22
verbruikt gas,22
verbruikt kerosine,7
vereist een speciaal rijbewijs,12
vereist geen rijbewijs,16
vernielt,13
veroorzaakt een explosie,4
veroorzaakt files,4
veroorzaakt ongelukken,28
vertrekt op een luchthaven,7
vervang je elke dag,4
vind je in de garage,31
vinden mannen sexy,5
vindt men in een bos,4
vliegt,43
vliegt hoog in de lucht,10
vliegt in de lucht,21
vliegt laag,4
voelt ruw aan,18
vuurt torpedo's af,4
waait weg met de wind,5
"wanneer je het gebruikt, zet je best veiligheidsbril op",4
werd al gebruikt in de oertijd,6
werd bespeeld door Mozart,10
werd gebruikt in de mijnen,8
werd vooral vroeger gedragen,6
werd vroeger gebruikt,46
werkt met een pompje,5
werkt met een scharnier,6
werkt met een schuifsysteem,6
werkt met lucht,8
werkt op batterijen,12
werkt op benzine,35
werkt op elektriciteit,189
werkt snel,9
wordt al zittend bespeeld,8
wordt als cadeau gegeven,28
wordt als vrijetijdskleding gedragen,9
wordt bemand door ruimtevaarders,9
wordt bespeeld door muzikant,11
wordt bespeeld in een harmonie,16
wordt bespeeld met de mond,9
wordt bespeeld met een strijkstok,31
wordt bespeeld met stok/stokken,54
wordt bespeeld met vingers,26
wordt bestuurd door 1 persoon,4
wordt bestuurd door een kapitein,11
wordt bestuurd door een koetsier,6
wordt bestuurd door een machinist,6
wordt bestuurd door een piloot,18
wordt bestuurd door een tramchauffeur,4
wordt bestuurd door een vrachtwagenchauffeur,7
wordt bewoond door zigeuners,6
wordt dagelijks gebruikt,10
wordt door dokters gebruikt,7
wordt door jonge mensen gedragen,9
wordt door jongens gedragen,34
wordt door kinderen gedragen,20
wordt door één persoon bespeeld,15
wordt gebakken in een oven,5
wordt geblazen,5
wordt gebruik bij reddingsacties,9
wordt gebruikt aan tafel,22
wordt gebruikt als decoratie,6
wordt gebruikt als doseringsmaat,7
wordt gebruikt als speelgoed,19
wordt gebruikt bij baseball,9
wordt gebruikt bij een manicure,6
wordt gebruikt bij het huwelijk,4
wordt gebruikt bij het koken,141
wordt gebruikt bij het maken van pasta,5
wordt gebruikt bij paardrijden,11
wordt gebruikt bij rockmuziek,4
wordt gebruikt bij sport,26
wordt gebruikt door Dennis The Menace,4
wordt gebruikt door Robin Hood,7
wordt gebruikt door arbeiders,4
wordt gebruikt door criminelen,8
wordt gebruikt door de brandweer,4
wordt gebruikt door de schrijnwerker,15
wordt gebruikt door de stucadoor,4
wordt gebruikt door doe-het-zelvers,7
wordt gebruikt door een agent,5
wordt gebruikt door een boef,4
wordt gebruikt door een boer,36
wordt gebruikt door een cowboy,4
wordt gebruikt door een hond,11
wordt gebruikt door een houthakker,17
wordt gebruikt door een inbreker,40
wordt gebruikt door een kok,19
wordt gebruikt door een kunstenaar,4
wordt gebruikt door een mechanicien,5
wordt gebruikt door een smid,16
wordt gebruikt door een timmerman,22
wordt gebruikt door iedereen,4
wordt gebruikt door indianen,12
wordt gebruikt door jongens,6
wordt gebruikt door kinderen,29
wordt gebruikt door piraten,6
wordt gebruikt door politie,28
wordt gebruikt door ridders,28
wordt gebruikt door rijke personen,6
wordt gebruikt door schilders,7
wordt gebruikt door soldaten,19
